Date,High,Low,Open,Close,Volume,Adj Close
2001-01-02,54.9375,54.25,54.75,54.3125,36500.0,26.895572662353516
2001-01-03,55.9375,54.375,54.375,55.9375,77300.0,27.70026397705078
2001-01-04,55.8125,55.0,55.6875,55.0625,92300.0,27.2669620513916
2001-01-05,55.0625,51.5,55.0,51.8125,192300.0,25.657567977905273
2001-01-08,52.5,51.875,52.1875,52.0625,130900.0,25.78136444091797
2001-01-09,52.25,51.625,52.125,52.0,70600.0,25.750411987304688
2001-01-10,52.5,51.4375,52.25,52.5,142600.0,25.998016357421875
2001-01-11,52.625,51.9375,52.625,52.0,42100.0,25.750411987304688
2001-01-12,52.3125,52.0625,52.125,52.1875,10500.0,25.84327507019043
2001-01-16,52.125,51.5,52.125,52.0,34500.0,25.750411987304688
2001-01-17,51.9375,51.3125,51.9375,51.6875,25700.0,25.59566307067871
2001-01-18,51.8125,51.25,51.625,51.6875,46500.0,25.59566307067871
2001-01-19,51.6875,51.3125,51.5625,51.375,31100.0,25.44091033935547
2001-01-22,51.625,50.75,51.625,50.9375,52400.0,25.224271774291992
2001-01-23,51.6875,51.125,51.1875,51.6875,19500.0,25.59566307067871
2001-01-24,51.8125,51.0,51.8125,51.1875,13300.0,25.348068237304688
2001-01-25,51.625,51.0,51.0,51.4375,39400.0,25.471866607666016
2001-01-26,51.0,50.5,50.8125,50.75,32800.0,25.131423950195312
2001-01-29,51.29999923706055,51.0,51.0,51.29999923706055,36700.0,25.403776168823242
2001-01-30,51.599998474121094,51.5,51.5,51.59000015258789,21400.0,25.547374725341797
2001-01-31,51.93000030517578,51.75,51.75,51.75,25600.0,25.626617431640625
2001-02-01,52.20000076293945,52.0,52.0,52.189998626708984,55600.0,25.844507217407227
2001-02-02,52.95000076293945,52.20000076293945,52.20000076293945,52.81999969482422,42400.0,26.156476974487305
2001-02-05,53.20000076293945,52.91999816894531,52.91999816894531,52.959999084472656,17200.0,26.225818634033203
2001-02-06,53.099998474121094,52.70000076293945,52.86000061035156,52.900001525878906,152700.0,26.19610595703125
2001-02-07,52.720001220703125,51.0,52.70000076293945,51.45000076293945,290800.0,25.478055953979492
2001-02-08,51.70000076293945,50.4900016784668,51.650001525878906,50.5,253900.0,25.007610321044922
2001-02-09,50.54999923706055,49.79999923706055,50.5,49.9900016784668,135100.0,24.755069732666016
2001-02-12,50.099998474121094,49.939998626708984,50.0,50.099998474121094,146500.0,24.80954360961914
2001-02-13,50.099998474121094,49.45000076293945,50.099998474121094,49.79999923706055,90300.0,24.66097068786621
2001-02-14,50.099998474121094,49.7599983215332,49.849998474121094,50.099998474121094,30000.0,24.80954360961914
2001-02-15,50.310001373291016,49.75,50.150001525878906,49.95000076293945,146600.0,24.735254287719727
2001-02-16,50.099998474121094,49.849998474121094,49.900001525878906,50.0,21300.0,24.76001739501953
2001-02-20,50.130001068115234,49.900001525878906,50.0,50.04999923706055,13100.0,24.784778594970703
2001-02-21,50.0,49.84000015258789,50.0,49.900001525878906,52400.0,24.710493087768555
2001-02-22,49.95000076293945,49.04999923706055,49.95000076293945,49.15999984741211,69400.0,24.34404754638672
2001-02-23,49.939998626708984,49.15999984741211,49.15999984741211,49.900001525878906,102700.0,24.710493087768555
2001-02-26,50.310001373291016,49.849998474121094,49.900001525878906,50.04999923706055,93000.0,24.784778594970703
2001-02-27,50.04999923706055,49.650001525878906,50.04999923706055,49.900001525878906,80500.0,24.710493087768555
2001-02-28,50.25,49.65999984741211,49.79999923706055,50.150001525878906,73600.0,24.83429718017578
2001-03-01,50.95000076293945,49.900001525878906,50.04999923706055,50.849998474121094,36100.0,25.180938720703125
2001-03-02,51.75,50.650001525878906,50.650001525878906,51.58000183105469,125900.0,25.542428970336914
2001-03-05,51.68000030517578,51.209999084472656,51.630001068115234,51.209999084472656,14100.0,25.359203338623047
2001-03-06,51.70000076293945,51.5,51.54999923706055,51.68000030517578,22500.0,25.59195327758789
2001-03-07,52.13999938964844,51.56999969482422,51.779998779296875,51.56999969482422,41100.0,25.5374813079834
2001-03-08,51.63999938964844,51.29999923706055,51.54999923706055,51.439998626708984,25100.0,25.47310447692871
2001-03-09,51.54999923706055,51.099998474121094,51.34000015258789,51.470001220703125,33100.0,25.48797035217285
2001-03-12,51.470001220703125,50.95000076293945,51.470001220703125,51.0,23200.0,25.255212783813477
2001-03-13,51.2400016784668,50.95000076293945,51.0,51.15999984741211,17700.0,25.334453582763672
2001-03-14,51.2599983215332,50.900001525878906,51.2599983215332,50.900001525878906,39700.0,25.205703735351562
2001-03-15,51.25,50.7599983215332,50.79999923706055,51.0,25600.0,25.255212783813477
2001-03-16,51.349998474121094,50.650001525878906,51.20000076293945,50.650001525878906,33700.0,25.081899642944336
2001-03-19,51.04999923706055,50.5,50.650001525878906,51.040000915527344,37000.0,25.275022506713867
2001-03-20,51.880001068115234,50.79999923706055,51.13999938964844,50.900001525878906,47800.0,25.205703735351562
2001-03-21,51.0,49.599998474121094,50.79999923706055,49.599998474121094,33100.0,24.56192970275879
2001-03-22,49.599998474121094,47.54999923706055,49.599998474121094,49.400001525878906,83000.0,24.462902069091797
2001-03-23,50.58000183105469,49.5,49.5,49.849998474121094,38200.0,24.685733795166016
2001-03-26,50.47999954223633,49.400001525878906,49.869998931884766,49.599998474121094,35600.0,24.56192970275879
2001-03-27,49.5,48.5,49.5,48.54999923706055,61800.0,24.041975021362305
2001-03-28,47.95000076293945,46.959999084472656,47.95000076293945,47.439998626708984,96300.0,23.835969924926758
2001-03-29,47.849998474121094,47.099998474121094,47.34000015258789,47.849998474121094,69400.0,24.041975021362305
2001-03-30,48.25,47.79999923706055,47.79999923706055,48.04999923706055,106000.0,24.14246368408203
2001-04-02,48.25,47.70000076293945,48.150001525878906,47.79999923706055,61400.0,24.01685333251953
2001-04-03,47.599998474121094,46.0099983215332,47.599998474121094,46.34000015258789,94400.0,23.283275604248047
2001-04-04,46.630001068115234,45.2400016784668,46.439998626708984,45.45000076293945,79000.0,22.836111068725586
2001-04-05,46.0,45.29999923706055,45.54999923706055,45.650001525878906,71900.0,22.936595916748047
2001-04-06,45.599998474121094,44.0,44.400001525878906,44.599998474121094,119800.0,22.409027099609375
2001-04-09,44.75,44.36000061035156,44.54999923706055,44.599998474121094,99100.0,22.409027099609375
2001-04-10,44.5,44.099998474121094,44.5,44.16999816894531,219200.0,22.192977905273438
2001-04-11,44.2400016784668,43.06999969482422,44.2400016784668,43.34000015258789,134300.0,21.775949478149414
2001-04-12,43.54999923706055,43.150001525878906,43.349998474121094,43.349998474121094,48500.0,21.780982971191406
